[3, 7, 139133, 9, 32, 13, 0.0123, 1e-05]
[4, 6, 141846, 2, 42, 5, 0.0287, 1e-05]
[4, 6, 144497, 2, 30, 7, 0.0218, 1e-05]
[1, 7, 199866, 9, 31, 18, 0.0393, 1e-05]
[2, 8, 182704, 7, 36, 7, 0.0569, 1e-05]
[0, 8, 149559, 2, 42, 8, 0.0367, 1e-05]
[1, 8, 157741, 6, 33, 7, 0.0208, 1e-05]
[0, 6, 119207, 9, 40, 7, 0.0196, 1e-05]
[4, 6, 102705, 2, 32, 9, 0.0922, 1e-05]
[1, 8, 191895, 6, 35, 16, 0.0104, 1e-05]
